,movie,year,imdb,metascore,votes,n_imdb
1063,Hannah and Her Sisters,1986,7.9,90,61026,79.0
1064,Cobra,1986,5.7,25,59963,57.0
1065,Manhunter,1986,7.2,75,58649,72.0
1066,Little Shop of Horrors,1986,7.0,81,57799,70.0
1067,The Mission,1986,7.5,55,51042,75.0
1068,Short Circuit,1986,6.6,50,50935,66.0
1069,The Golden Child,1986,5.9,37,46321,59.0
1070,The Money Pit,1986,6.3,49,44893,63.0
1071,An American Tail,1986,6.9,38,44317,69.0
1072,Down by Law,1986,7.8,75,42805,78.0
1073,The Great Mouse Detective,1986,7.2,73,39676,72.0
1074,Flight of the Navigator,1986,6.9,64,39589,69.0
1075,Hoosiers,1986,7.6,76,39124,76.0
1076,Howard the Duck,1986,4.6,28,39084,46.0
1077,The Hitcher,1986,7.3,32,38873,73.0
1078,Police Academy 3: Back in Training,1986,5.3,33,38420,53.0
1079,Heartbreak Ridge,1986,6.8,53,35630,68.0
1080,9½ Weeks,1986,5.9,50,34082,59.0
1081,Friday the 13th Part VI: Jason Lives,1986,6.0,30,32533,60.0
1082,Peggy Sue Got Married,1986,6.3,74,30056,63.0
1083,Critters,1986,6.0,52,27891,60.0
1084,Henry: Portrait of a Serial Killer,1986,7.0,80,27798,70.0
1085,Raw Deal,1986,5.5,44,27204,55.0
1086,Maximum Overdrive,1986,5.4,24,27155,54.0
1087,Sid and Nancy,1986,7.1,76,26972,71.0
1088,Back to School,1986,6.6,68,25213,66.0
1089,Aliens,1986,8.4,84,590554,84.0
1090,Platoon,1986,8.1,92,346787,81.0
1091,Stand by Me,1986,8.1,75,328904,81.0
1092,Ferris Bueller's Day Off,1986,7.8,61,285009,78.0
1093,Top Gun,1986,6.9,50,257870,69.0
1094,Blue Velvet,1986,7.8,76,160007,78.0
1095,The Fly,1986,7.5,79,142209,75.0
1096,Castle in the Sky,1986,8.1,78,125007,81.0
1097,Highlander,1986,7.2,24,111826,72.0
1098,Labyrinth,1986,7.4,50,111290,74.0
1099,Big Trouble in Little China,1986,7.3,53,111013,73.0
1100,Crocodile Dundee,1986,6.6,62,84660,66.0
1101,Star Trek IV: The Voyage Home,1986,7.3,71,71373,73.0
1102,The Color of Money,1986,7.0,77,67050,70.0
1103,Pretty in Pink,1986,6.8,57,66330,68.0
1104,The Karate Kid Part II,1986,6.0,55,64570,60.0
1105,¡Three Amigos!,1986,6.5,52,61945,65.0
1106,Hannah and Her Sisters,1986,7.9,90,61026,79.0
1107,Cobra,1986,5.7,25,59963,57.0
1108,Manhunter,1986,7.2,75,58649,72.0
1109,Little Shop of Horrors,1986,7.0,81,57799,70.0
1110,The Mission,1986,7.5,55,51042,75.0
1111,Short Circuit,1986,6.6,50,50935,66.0
1112,The Golden Child,1986,5.9,37,46321,59.0
1113,The Money Pit,1986,6.3,49,44893,63.0
1114,An American Tail,1986,6.9,38,44317,69.0
1115,Down by Law,1986,7.8,75,42805,78.0
1116,The Great Mouse Detective,1986,7.2,73,39676,72.0
1117,Flight of the Navigator,1986,6.9,64,39589,69.0
1118,Hoosiers,1986,7.6,76,39124,76.0
1119,Howard the Duck,1986,4.6,28,39084,46.0
1120,The Hitcher,1986,7.3,32,38873,73.0
1121,Police Academy 3: Back in Training,1986,5.3,33,38420,53.0
1122,Heartbreak Ridge,1986,6.8,53,35630,68.0
1123,9½ Weeks,1986,5.9,50,34082,59.0
1124,Friday the 13th Part VI: Jason Lives,1986,6.0,30,32533,60.0
1125,Peggy Sue Got Married,1986,6.3,74,30056,63.0
1126,Critters,1986,6.0,52,27891,60.0
1127,Henry: Portrait of a Serial Killer,1986,7.0,80,27798,70.0
1128,Raw Deal,1986,5.5,44,27204,55.0
1129,Maximum Overdrive,1986,5.4,24,27155,54.0
1130,Sid and Nancy,1986,7.1,76,26972,71.0
1131,Back to School,1986,6.6,68,25213,66.0
1132,Full Metal Jacket,1987,8.3,76,597860,83.0
1133,The Princess Bride,1987,8.1,77,352343,81.0
1134,Predator,1987,7.8,45,340871,78.0
1135,The Untouchables,1987,7.9,79,252144,79.0
1136,Lethal Weapon,1987,7.6,68,217063,76.0
1137,RoboCop,1987,7.6,67,211752,76.0
1138,Dirty Dancing,1987,6.9,65,171509,69.0
1139,Spaceballs,1987,7.1,46,156635,71.0
1140,Evil Dead II,1987,7.8,69,133551,78.0
1141,Wall Street,1987,7.4,56,133237,74.0
1142,The Running Man,1987,6.7,45,128756,67.0
1143,Raising Arizona,1987,7.4,68,115112,74.0
1144,"Good Morning, Vietnam",1987,7.3,67,114922,73.0
1145,The Lost Boys,1987,7.3,63,109687,73.0
1146,"Planes, Trains & Automobiles",1987,7.6,72,108518,76.0
1147,Empire of the Sun,1987,7.8,62,104434,78.0
1148,Beverly Hills Cop II,1987,6.5,48,97331,65.0
1149,Hellraiser,1987,7.0,57,90801,70.0
1150,The Last Emperor,1987,7.8,76,83847,78.0
1151,The Living Daylights,1987,6.7,60,79639,67.0
1152,Angel Heart,1987,7.3,61,72004,73.0
1153,Fatal Attraction,1987,6.9,67,66095,69.0
1154,A Nightmare on Elm Street 3: Dream Warriors,1987,6.6,49,61760,66.0
1155,Wings of Desire,1987,8.1,79,56664,81.0
1156,The Witches of Eastwick,1987,6.5,67,55673,65.0
1157,Innerspace,1987,6.8,66,49084,68.0
1158,Overboard,1987,6.8,53,46590,68.0
1159,Over the Top,1987,5.7,40,45001,57.0
1160,Moonstruck,1987,7.1,83,42950,71.0
1161,3 Men and a Baby,1987,5.9,61,42527,59.0
1162,Superman IV: The Quest for Peace,1987,3.7,24,38829,37.0
1163,Roxanne,1987,6.6,73,37064,66.0
1164,Police Academy 4: Citizens on Patrol,1987,4.9,26,36642,49.0
1165,Jaws: The Revenge,1987,2.9,15,36608,29.0
1166,Adventures in Babysitting,1987,6.9,45,33376,69.0
1167,Masters of the Universe,1987,5.4,35,33058,54.0
1168,Prince of Darkness,1987,6.7,50,31680,67.0
1169,No Way Out,1987,7.1,77,31446,71.0
1170,Throw Momma from the Train,1987,6.2,56,30581,62.0
1171,Near Dark,1987,7.0,76,29582,70.0
1172,Dragnet,1987,5.9,62,29084,59.0
1173,Can't Buy Me Love,1987,6.7,36,28890,67.0
1174,Radio Days,1987,7.6,74,28449,76.0
1175,Harry and the Hendersons,1987,5.9,42,28171,59.0
1176,Full Metal Jacket,1987,8.3,76,597860,83.0
1177,The Princess Bride,1987,8.1,77,352343,81.0
1178,Predator,1987,7.8,45,340871,78.0
1179,The Untouchables,1987,7.9,79,252144,79.0
1180,Lethal Weapon,1987,7.6,68,217063,76.0
1181,RoboCop,1987,7.6,67,211752,76.0
1182,Dirty Dancing,1987,6.9,65,171509,69.0
1183,Spaceballs,1987,7.1,46,156635,71.0
1184,Evil Dead II,1987,7.8,69,133551,78.0
1185,Wall Street,1987,7.4,56,133237,74.0
1186,The Running Man,1987,6.7,45,128756,67.0
1187,Raising Arizona,1987,7.4,68,115112,74.0
1188,"Good Morning, Vietnam",1987,7.3,67,114922,73.0
1189,The Lost Boys,1987,7.3,63,109687,73.0
1190,"Planes, Trains & Automobiles",1987,7.6,72,108518,76.0
1191,Empire of the Sun,1987,7.8,62,104434,78.0
1192,Beverly Hills Cop II,1987,6.5,48,97331,65.0
1193,Hellraiser,1987,7.0,57,90801,70.0
1194,The Last Emperor,1987,7.8,76,83847,78.0
1195,The Living Daylights,1987,6.7,60,79639,67.0
1196,Angel Heart,1987,7.3,61,72004,73.0
1197,Fatal Attraction,1987,6.9,67,66095,69.0
1198,A Nightmare on Elm Street 3: Dream Warriors,1987,6.6,49,61760,66.0
1199,Wings of Desire,1987,8.1,79,56664,81.0
1200,The Witches of Eastwick,1987,6.5,67,55673,65.0
1201,Innerspace,1987,6.8,66,49084,68.0
1202,Overboard,1987,6.8,53,46590,68.0
1203,Over the Top,1987,5.7,40,45001,57.0
1204,Moonstruck,1987,7.1,83,42950,71.0
1205,3 Men and a Baby,1987,5.9,61,42527,59.0
1206,Superman IV: The Quest for Peace,1987,3.7,24,38829,37.0
1207,Roxanne,1987,6.6,73,37064,66.0
1208,Police Academy 4: Citizens on Patrol,1987,4.9,26,36642,49.0
1209,Jaws: The Revenge,1987,2.9,15,36608,29.0
1210,Adventures in Babysitting,1987,6.9,45,33376,69.0
1211,Masters of the Universe,1987,5.4,35,33058,54.0
1212,Prince of Darkness,1987,6.7,50,31680,67.0
1213,No Way Out,1987,7.1,77,31446,71.0
1214,Throw Momma from the Train,1987,6.2,56,30581,62.0
1215,Near Dark,1987,7.0,76,29582,70.0
1216,Dragnet,1987,5.9,62,29084,59.0
1217,Can't Buy Me Love,1987,6.7,36,28890,67.0
1218,Radio Days,1987,7.6,74,28449,76.0
1219,Harry and the Hendersons,1987,5.9,42,28171,59.0
1220,Full Metal Jacket,1987,8.3,76,597860,83.0
1221,The Princess Bride,1987,8.1,77,352343,81.0
1222,Predator,1987,7.8,45,340871,78.0
1223,The Untouchables,1987,7.9,79,252144,79.0
1224,Lethal Weapon,1987,7.6,68,217063,76.0
1225,RoboCop,1987,7.6,67,211752,76.0
1226,Dirty Dancing,1987,6.9,65,171509,69.0
1227,Spaceballs,1987,7.1,46,156635,71.0
1228,Evil Dead II,1987,7.8,69,133551,78.0
1229,Wall Street,1987,7.4,56,133237,74.0
1230,The Running Man,1987,6.7,45,128756,67.0
1231,Raising Arizona,1987,7.4,68,115112,74.0
1232,"Good Morning, Vietnam",1987,7.3,67,114922,73.0
1233,The Lost Boys,1987,7.3,63,109687,73.0
1234,"Planes, Trains & Automobiles",1987,7.6,72,108518,76.0
1235,Empire of the Sun,1987,7.8,62,104434,78.0
1236,Beverly Hills Cop II,1987,6.5,48,97331,65.0
1237,Hellraiser,1987,7.0,57,90801,70.0
1238,The Last Emperor,1987,7.8,76,83847,78.0
1239,The Living Daylights,1987,6.7,60,79639,67.0
1240,Angel Heart,1987,7.3,61,72004,73.0
1241,Fatal Attraction,1987,6.9,67,66095,69.0
1242,A Nightmare on Elm Street 3: Dream Warriors,1987,6.6,49,61760,66.0
1243,Wings of Desire,1987,8.1,79,56664,81.0
1244,The Witches of Eastwick,1987,6.5,67,55673,65.0
1245,Innerspace,1987,6.8,66,49084,68.0
1246,Overboard,1987,6.8,53,46590,68.0
1247,Over the Top,1987,5.7,40,45001,57.0
1248,Moonstruck,1987,7.1,83,42950,71.0
1249,3 Men and a Baby,1987,5.9,61,42527,59.0
1250,Superman IV: The Quest for Peace,1987,3.7,24,38829,37.0
1251,Roxanne,1987,6.6,73,37064,66.0
1252,Police Academy 4: Citizens on Patrol,1987,4.9,26,36642,49.0
1253,Jaws: The Revenge,1987,2.9,15,36608,29.0
1254,Adventures in Babysitting,1987,6.9,45,33376,69.0
1255,Masters of the Universe,1987,5.4,35,33058,54.0
1256,Prince of Darkness,1987,6.7,50,31680,67.0
1257,No Way Out,1987,7.1,77,31446,71.0
1258,Throw Momma from the Train,1987,6.2,56,30581,62.0
1259,Near Dark,1987,7.0,76,29582,70.0
1260,Dragnet,1987,5.9,62,29084,59.0
1261,Can't Buy Me Love,1987,6.7,36,28890,67.0
1262,Radio Days,1987,7.6,74,28449,76.0
1263,Harry and the Hendersons,1987,5.9,42,28171,59.0
1264,Full Metal Jacket,1987,8.3,76,597860,83.0
1265,The Princess Bride,1987,8.1,77,352343,81.0
1266,Predator,1987,7.8,45,340871,78.0
1267,The Untouchables,1987,7.9,79,252144,79.0
1268,Lethal Weapon,1987,7.6,68,217063,76.0
1269,RoboCop,1987,7.6,67,211752,76.0
1270,Dirty Dancing,1987,6.9,65,171509,69.0
1271,Spaceballs,1987,7.1,46,156635,71.0
1272,Evil Dead II,1987,7.8,69,133551,78.0
1273,Wall Street,1987,7.4,56,133237,74.0
1274,The Running Man,1987,6.7,45,128756,67.0
1275,Raising Arizona,1987,7.4,68,115112,74.0
1276,"Good Morning, Vietnam",1987,7.3,67,114922,73.0
1277,The Lost Boys,1987,7.3,63,109687,73.0
1278,"Planes, Trains & Automobiles",1987,7.6,72,108518,76.0
1279,Empire of the Sun,1987,7.8,62,104434,78.0
1280,Beverly Hills Cop II,1987,6.5,48,97331,65.0
1281,Hellraiser,1987,7.0,57,90801,70.0
1282,The Last Emperor,1987,7.8,76,83847,78.0
1283,The Living Daylights,1987,6.7,60,79639,67.0
1284,Angel Heart,1987,7.3,61,72004,73.0
1285,Fatal Attraction,1987,6.9,67,66095,69.0
1286,A Nightmare on Elm Street 3: Dream Warriors,1987,6.6,49,61760,66.0
1287,Wings of Desire,1987,8.1,79,56664,81.0
1288,The Witches of Eastwick,1987,6.5,67,55673,65.0
1289,Innerspace,1987,6.8,66,49084,68.0
1290,Overboard,1987,6.8,53,46590,68.0
1291,Over the Top,1987,5.7,40,45001,57.0
1292,Moonstruck,1987,7.1,83,42950,71.0
1293,3 Men and a Baby,1987,5.9,61,42527,59.0
1294,Superman IV: The Quest for Peace,1987,3.7,24,38829,37.0
1295,Roxanne,1987,6.6,73,37064,66.0
1296,Police Academy 4: Citizens on Patrol,1987,4.9,26,36642,49.0
1297,Jaws: The Revenge,1987,2.9,15,36608,29.0
1298,Adventures in Babysitting,1987,6.9,45,33376,69.0
1299,Masters of the Universe,1987,5.4,35,33058,54.0
1300,Prince of Darkness,1987,6.7,50,31680,67.0
1301,No Way Out,1987,7.1,77,31446,71.0
1302,Throw Momma from the Train,1987,6.2,56,30581,62.0
1303,Near Dark,1987,7.0,76,29582,70.0
1304,Dragnet,1987,5.9,62,29084,59.0
1305,Can't Buy Me Love,1987,6.7,36,28890,67.0
1306,Radio Days,1987,7.6,74,28449,76.0
1307,Harry and the Hendersons,1987,5.9,42,28171,59.0
1308,Die Hard,1988,8.2,72,709511,82.0
1309,Rain Man,1988,8.0,65,436220,80.0
1310,My Neighbor Totoro,1988,8.2,86,233291,82.0
1311,Beetlejuice,1988,7.5,70,227492,75.0
1312,Cinema Paradiso,1988,8.5,80,196633,85.0
1313,Big,1988,7.3,73,175956,73.0
1314,Who Framed Roger Rabbit,1988,7.7,83,166298,77.0
1315,Coming to America,1988,7.0,47,143885,70.0
1316,The Naked Gun: From the Files of Police Squad!,1988,7.6,76,134511,76.0
1317,A Fish Called Wanda,1988,7.6,80,121182,76.0
1318,Rambo III,1988,5.8,36,107424,58.0
1319,Twins,1988,6.0,53,101878,60.0
1320,They Live,1988,7.3,54,94087,73.0
1321,Willow,1988,7.3,47,91788,73.0
1322,Mississippi Burning,1988,7.8,65,77567,78.0
1323,Scrooged,1988,7.0,38,76785,70.0
1324,Heathers,1988,7.3,72,76191,73.0
1325,Child's Play,1988,6.6,58,75124,66.0
1326,Cocktail,1988,5.9,12,72576,59.0
1327,The Land Before Time,1988,7.4,66,72256,74.0
1328,Bloodsport,1988,6.8,29,68388,68.0
1329,Midnight Run,1988,7.6,78,63541,76.0
1330,Dangerous Liaisons,1988,7.6,74,59296,76.0
1331,Dirty Rotten Scoundrels,1988,7.3,68,58255,73.0
1332,Red Heat,1988,6.1,61,58107,61.0
1333,Crocodile Dundee II,1988,5.6,41,49587,56.0
1334,Young Guns,1988,6.9,50,49524,69.0
1335,Working Girl,1988,6.8,73,47218,68.0
1336,The Adventures of Baron Munchausen,1988,7.2,69,46798,72.0
1337,The Last Temptation of Christ,1988,7.6,80,45724,76.0
1338,Frantic,1988,6.9,66,44686,69.0
1339,A Nightmare on Elm Street 4: The Dream Master,1988,5.7,56,44126,57.0
1340,The Big Blue,1988,7.6,35,44023,76.0
1341,Bull Durham,1988,7.1,73,42660,71.0
1342,Oliver & Company,1988,6.7,58,38645,67.0
1343,Halloween 4: The Return of Michael Myers,1988,5.9,34,38324,59.0
1344,Hellbound: Hellraiser II,1988,6.5,41,36758,65.0
1345,The Dead Pool,1988,6.3,46,36372,63.0
1346,Dead Ringers,1988,7.3,86,35677,73.0
1347,The Great Outdoors,1988,6.6,24,34710,66.0
1348,The Unbearable Lightness of Being,1988,7.4,73,30951,74.0
1349,Women on the Verge of a Nervous Breakdown,1988,7.6,85,30550,76.0
1350,Police Academy 5: Assignment: Miami Beach,1988,4.5,18,29659,45.0
1351,The Accused,1988,7.1,65,28404,71.0
1352,Die Hard,1988,8.2,72,709511,82.0
1353,Rain Man,1988,8.0,65,436220,80.0
1354,My Neighbor Totoro,1988,8.2,86,233291,82.0
1355,Beetlejuice,1988,7.5,70,227492,75.0
1356,Cinema Paradiso,1988,8.5,80,196633,85.0
1357,Big,1988,7.3,73,175956,73.0
1358,Who Framed Roger Rabbit,1988,7.7,83,166298,77.0
1359,Coming to America,1988,7.0,47,143885,70.0
1360,The Naked Gun: From the Files of Police Squad!,1988,7.6,76,134511,76.0
1361,A Fish Called Wanda,1988,7.6,80,121182,76.0
1362,Rambo III,1988,5.8,36,107424,58.0
1363,Twins,1988,6.0,53,101878,60.0
1364,They Live,1988,7.3,54,94087,73.0
1365,Willow,1988,7.3,47,91788,73.0
1366,Mississippi Burning,1988,7.8,65,77567,78.0
1367,Scrooged,1988,7.0,38,76785,70.0
1368,Heathers,1988,7.3,72,76191,73.0
1369,Child's Play,1988,6.6,58,75124,66.0
1370,Cocktail,1988,5.9,12,72576,59.0
1371,The Land Before Time,1988,7.4,66,72256,74.0
1372,Bloodsport,1988,6.8,29,68388,68.0
1373,Midnight Run,1988,7.6,78,63541,76.0
1374,Dangerous Liaisons,1988,7.6,74,59296,76.0
1375,Dirty Rotten Scoundrels,1988,7.3,68,58255,73.0
1376,Red Heat,1988,6.1,61,58107,61.0
1377,Crocodile Dundee II,1988,5.6,41,49587,56.0
1378,Young Guns,1988,6.9,50,49524,69.0
1379,Working Girl,1988,6.8,73,47218,68.0
1380,The Adventures of Baron Munchausen,1988,7.2,69,46798,72.0
1381,The Last Temptation of Christ,1988,7.6,80,45724,76.0
1382,Frantic,1988,6.9,66,44686,69.0
1383,A Nightmare on Elm Street 4: The Dream Master,1988,5.7,56,44126,57.0
1384,The Big Blue,1988,7.6,35,44023,76.0
1385,Bull Durham,1988,7.1,73,42660,71.0
1386,Oliver & Company,1988,6.7,58,38645,67.0
1387,Halloween 4: The Return of Michael Myers,1988,5.9,34,38324,59.0
1388,Hellbound: Hellraiser II,1988,6.5,41,36758,65.0
1389,The Dead Pool,1988,6.3,46,36372,63.0
1390,Dead Ringers,1988,7.3,86,35677,73.0
1391,The Great Outdoors,1988,6.6,24,34710,66.0
1392,The Unbearable Lightness of Being,1988,7.4,73,30951,74.0
1393,Women on the Verge of a Nervous Breakdown,1988,7.6,85,30550,76.0
1394,Police Academy 5: Assignment: Miami Beach,1988,4.5,18,29659,45.0
1395,The Accused,1988,7.1,65,28404,71.0
1396,Die Hard,1988,8.2,72,709511,82.0
1397,Rain Man,1988,8.0,65,436220,80.0
1398,My Neighbor Totoro,1988,8.2,86,233291,82.0
1399,Beetlejuice,1988,7.5,70,227492,75.0
1400,Cinema Paradiso,1988,8.5,80,196633,85.0
1401,Big,1988,7.3,73,175956,73.0
1402,Who Framed Roger Rabbit,1988,7.7,83,166298,77.0
1403,Coming to America,1988,7.0,47,143885,70.0
1404,The Naked Gun: From the Files of Police Squad!,1988,7.6,76,134511,76.0
1405,A Fish Called Wanda,1988,7.6,80,121182,76.0
1406,Rambo III,1988,5.8,36,107424,58.0
1407,Twins,1988,6.0,53,101878,60.0
1408,They Live,1988,7.3,54,94087,73.0
1409,Willow,1988,7.3,47,91788,73.0
1410,Mississippi Burning,1988,7.8,65,77567,78.0
1411,Scrooged,1988,7.0,38,76785,70.0
1412,Heathers,1988,7.3,72,76191,73.0
1413,Child's Play,1988,6.6,58,75124,66.0
1414,Cocktail,1988,5.9,12,72576,59.0
1415,The Land Before Time,1988,7.4,66,72256,74.0
1416,Bloodsport,1988,6.8,29,68388,68.0
1417,Midnight Run,1988,7.6,78,63541,76.0
1418,Dangerous Liaisons,1988,7.6,74,59296,76.0
1419,Dirty Rotten Scoundrels,1988,7.3,68,58255,73.0
1420,Red Heat,1988,6.1,61,58107,61.0
1421,Crocodile Dundee II,1988,5.6,41,49587,56.0
1422,Young Guns,1988,6.9,50,49524,69.0
1423,Working Girl,1988,6.8,73,47218,68.0
1424,The Adventures of Baron Munchausen,1988,7.2,69,46798,72.0
1425,The Last Temptation of Christ,1988,7.6,80,45724,76.0
1426,Frantic,1988,6.9,66,44686,69.0
1427,A Nightmare on Elm Street 4: The Dream Master,1988,5.7,56,44126,57.0
1428,The Big Blue,1988,7.6,35,44023,76.0
1429,Bull Durham,1988,7.1,73,42660,71.0
1430,Oliver & Company,1988,6.7,58,38645,67.0
1431,Halloween 4: The Return of Michael Myers,1988,5.9,34,38324,59.0
1432,Hellbound: Hellraiser II,1988,6.5,41,36758,65.0
1433,The Dead Pool,1988,6.3,46,36372,63.0
1434,Dead Ringers,1988,7.3,86,35677,73.0
1435,The Great Outdoors,1988,6.6,24,34710,66.0
1436,The Unbearable Lightness of Being,1988,7.4,73,30951,74.0
1437,Women on the Verge of a Nervous Breakdown,1988,7.6,85,30550,76.0
1438,Police Academy 5: Assignment: Miami Beach,1988,4.5,18,29659,45.0
1439,The Accused,1988,7.1,65,28404,71.0
1440,Die Hard,1988,8.2,72,709511,82.0
1441,Rain Man,1988,8.0,65,436220,80.0
1442,My Neighbor Totoro,1988,8.2,86,233291,82.0
1443,Beetlejuice,1988,7.5,70,227492,75.0
1444,Cinema Paradiso,1988,8.5,80,196633,85.0
1445,Big,1988,7.3,73,175956,73.0
1446,Who Framed Roger Rabbit,1988,7.7,83,166298,77.0
1447,Coming to America,1988,7.0,47,143885,70.0
1448,The Naked Gun: From the Files of Police Squad!,1988,7.6,76,134511,76.0
1449,A Fish Called Wanda,1988,7.6,80,121182,76.0
1450,Rambo III,1988,5.8,36,107424,58.0
1451,Twins,1988,6.0,53,101878,60.0
1452,They Live,1988,7.3,54,94087,73.0
1453,Willow,1988,7.3,47,91788,73.0
1454,Mississippi Burning,1988,7.8,65,77567,78.0
1455,Scrooged,1988,7.0,38,76785,70.0
1456,Heathers,1988,7.3,72,76191,73.0
1457,Child's Play,1988,6.6,58,75124,66.0
1458,Cocktail,1988,5.9,12,72576,59.0
1459,The Land Before Time,1988,7.4,66,72256,74.0
1460,Bloodsport,1988,6.8,29,68388,68.0
1461,Midnight Run,1988,7.6,78,63541,76.0
1462,Dangerous Liaisons,1988,7.6,74,59296,76.0
1463,Dirty Rotten Scoundrels,1988,7.3,68,58255,73.0
1464,Red Heat,1988,6.1,61,58107,61.0
1465,Crocodile Dundee II,1988,5.6,41,49587,56.0
1466,Young Guns,1988,6.9,50,49524,69.0
1467,Working Girl,1988,6.8,73,47218,68.0
1468,The Adventures of Baron Munchausen,1988,7.2,69,46798,72.0
1469,The Last Temptation of Christ,1988,7.6,80,45724,76.0
1470,Frantic,1988,6.9,66,44686,69.0
1471,A Nightmare on Elm Street 4: The Dream Master,1988,5.7,56,44126,57.0
1472,The Big Blue,1988,7.6,35,44023,76.0
1473,Bull Durham,1988,7.1,73,42660,71.0
1474,Oliver & Company,1988,6.7,58,38645,67.0
1475,Halloween 4: The Return of Michael Myers,1988,5.9,34,38324,59.0
1476,Hellbound: Hellraiser II,1988,6.5,41,36758,65.0
1477,The Dead Pool,1988,6.3,46,36372,63.0
1478,Dead Ringers,1988,7.3,86,35677,73.0
1479,The Great Outdoors,1988,6.6,24,34710,66.0
1480,The Unbearable Lightness of Being,1988,7.4,73,30951,74.0
1481,Women on the Verge of a Nervous Breakdown,1988,7.6,85,30550,76.0
1482,Police Academy 5: Assignment: Miami Beach,1988,4.5,18,29659,45.0
1483,The Accused,1988,7.1,65,28404,71.0
1484,Indiana Jones and the Last Crusade,1989,8.2,65,622647,82.0
1485,Back to the Future Part II,1989,7.8,57,417297,78.0
1486,Dead Poets Society,1989,8.1,79,360121,81.0
1487,Batman,1989,7.5,69,308709,75.0
1488,The Little Mermaid,1989,7.6,88,208440,76.0
1489,When Harry Met Sally...,1989,7.6,76,174849,76.0
1490,Ghostbusters II,1989,6.5,56,165262,65.0
1491,The Abyss,1989,7.6,62,149485,76.0
1492,Lethal Weapon 2,1989,7.2,70,147088,72.0
1493,Christmas Vacation,1989,7.6,49,132860,76.0
1494,"Honey, I Shrunk the Kids",1989,6.3,63,127534,63.0
1495,Field of Dreams,1989,7.5,57,98535,75.0
1496,Bill & Ted's Excellent Adventure,1989,6.9,44,97978,69.0
1497,Kiki's Delivery Service,1989,7.9,83,97032,79.0
1498,Born on the Fourth of July,1989,7.2,75,88876,72.0
1499,Driving Miss Daisy,1989,7.4,81,87613,74.0
1500,Tango & Cash,1989,6.4,41,87563,64.0
1501,Licence to Kill,1989,6.6,58,84898,66.0
1502,Pet Sematary,1989,6.6,38,78442,66.0
1503,Say Anything...,1989,7.4,85,75501,74.0
